,"X,Y","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""FabLab""
AC:84:C6:3E:EF:51","""linksys""
00:25:9C:98:4B:7D","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Vibraciones""
50:C7:BF:DD:C3:B3","""Baxter""
EC:22:80:F3:EB:EA","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Docentes FI""
0E:18:D6:CB:01:A4","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""CE5CFB""
98:FC:11:E2:A6:A5","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Comunicaciones FP 2,4""
14:91:82:30:FD:F6"
665,"(0,2)",-66,-70,-70,-69,-52,-74,-77,-76,-76,-79,-79,-70,-79,-76,-65,-79
666,"(0,2)",-66,-70,-70,-69,-56,-73,-75,-75,-76,-79,-79,-70,-79,-75,-65,-79
667,"(0,2)",-66,-70,-70,-69,-55,-73,-74,-76,-75,-79,-79,-70,-79,-75,-64,-79
668,"(0,2)",-66,-70,-70,-69,-53,-73,-75,-75,-75,-79,-79,-70,-79,-76,-64,-79
669,"(0,2)",-66,-70,-70,-69,-53,-73,-75,-75,-75,-79,-79,-70,-79,-76,-63,-79
670,"(0,2)",-66,-70,-70,-70,-52,-73,-75,-75,-75,-79,-79,-70,-79,-76,-64,-79
671,"(0,2)",-66,-70,-70,-70,-52,-73,-74,-75,-76,-79,-79,-70,-79,-75,-63,-79
672,"(0,2)",-66,-70,-70,-70,-52,-73,-75,-75,-76,-79,-79,-70,-79,-75,-64,-79
673,"(0,2)",-66,-70,-70,-70,-52,-73,-75,-76,-75,-79,-79,-70,-79,-74,-62,-79
674,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-77,-75,-79,-79,-70,-79,-75,-70,-79
675,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-76,-76,-79,-79,-70,-79,-74,-67,-79
676,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-76,-76,-79,-79,-70,-79,-74,-68,-79
677,"(0,2)",-66,-70,-70,-70,-52,-72,-76,-76,-76,-79,-79,-70,-79,-75,-67,-79
678,"(0,2)",-66,-70,-70,-70,-52,-72,-76,-76,-76,-79,-79,-70,-79,-75,-66,-79
679,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-76,-76,-79,-79,-70,-79,-76,-63,-79
680,"(0,2)",-66,-70,-70,-70,-52,-72,-74,-76,-76,-79,-79,-70,-79,-76,-63,-79
681,"(0,2)",-66,-70,-70,-70,-52,-72,-74,-77,-76,-79,-79,-70,-79,-76,-64,-79
682,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-76,-75,-79,-79,-70,-79,-76,-63,-79
683,"(0,2)",-66,-70,-70,-70,-52,-72,-75,-76,-76,-79,-79,-70,-79,-76,-71,-79
684,"(0,2)",-66,-70,-70,-70,-52,-72,-76,-76,-76,-79,-79,-70,-79,-75,-70,-79
685,"(0,2)",-66,-70,-70,-70,-52,-72,-77,-77,-77,-79,-79,-70,-79,-75,-68,-79
686,"(0,2)",-66,-70,-70,-70,-52,-72,-77,-76,-77,-79,-79,-70,-79,-75,-66,-79
687,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-76,-77,-79,-79,-70,-79,-75,-68,-79
688,"(0,2)",-66,-70,-70,-71,-52,-72,-77,-77,-76,-79,-79,-70,-79,-75,-67,-79
689,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-77,-76,-79,-79,-70,-79,-75,-65,-79
690,"(0,2)",-66,-72,-70,-71,-52,-73,-76,-77,-76,-79,-79,-70,-79,-74,-69,-79
691,"(0,2)",-66,-72,-70,-71,-52,-74,-77,-76,-77,-79,-79,-70,-79,-74,-66,-79
692,"(0,2)",-66,-72,-70,-71,-52,-74,-75,-75,-76,-79,-79,-70,-79,-74,-65,-79
693,"(0,2)",-66,-72,-70,-71,-52,-74,-75,-75,-76,-79,-79,-70,-79,-75,-65,-79
694,"(0,2)",-66,-71,-70,-73,-52,-73,-75,-76,-76,-79,-79,-70,-79,-76,-68,-79
695,"(0,2)",-66,-71,-70,-73,-52,-73,-74,-76,-77,-77,-79,-70,-79,-76,-71,-79
696,"(0,2)",-66,-71,-70,-73,-52,-72,-76,-76,-77,-77,-79,-70,-79,-77,-71,-79
697,"(0,2)",-66,-71,-70,-73,-52,-72,-76,-76,-77,-77,-79,-70,-79,-75,-69,-79
698,"(0,2)",-66,-71,-70,-72,-52,-72,-75,-76,-77,-77,-79,-70,-79,-75,-67,-79
699,"(0,2)",-66,-71,-70,-72,-52,-72,-77,-76,-77,-77,-79,-70,-79,-74,-67,-79
700,"(0,2)",-66,-71,-70,-72,-52,-72,-77,-76,-77,-77,-79,-70,-79,-75,-67,-79
701,"(0,2)",-66,-71,-70,-72,-55,-72,-77,-76,-77,-77,-79,-70,-79,-75,-66,-79
702,"(0,2)",-66,-70,-70,-72,-54,-72,-77,-76,-76,-77,-79,-70,-79,-77,-65,-79
703,"(0,2)",-66,-70,-70,-72,-54,-72,-77,-75,-76,-77,-79,-70,-79,-77,-65,-79
704,"(0,2)",-66,-70,-70,-72,-53,-72,-75,-75,-76,-77,-79,-70,-79,-78,-64,-79
705,"(0,2)",-66,-70,-70,-72,-53,-72,-75,-75,-76,-77,-79,-70,-79,-78,-63,-79
706,"(0,2)",-66,-71,-70,-72,-52,-72,-74,-76,-77,-77,-79,-70,-79,-76,-65,-79
707,"(0,2)",-66,-71,-70,-71,-52,-72,-74,-75,-77,-77,-79,-70,-79,-76,-65,-79
708,"(0,2)",-66,-71,-70,-71,-52,-72,-75,-76,-77,-77,-79,-70,-79,-75,-64,-79
709,"(0,2)",-66,-71,-71,-71,-52,-72,-76,-76,-76,-77,-79,-70,-79,-81,-68,-79
710,"(0,2)",-66,-70,-71,-71,-52,-72,-76,-75,-76,-77,-79,-70,-79,-79,-67,-79
711,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-76,-77,-79,-70,-79,-79,-66,-79
712,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-76,-77,-79,-70,-79,-77,-71,-79
713,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-75,-76,-77,-79,-70,-79,-76,-70,-79
714,"(0,2)",-66,-70,-70,-71,-52,-72,-74,-76,-76,-77,-79,-70,-79,-76,-66,-79
715,"(0,2)",-66,-70,-70,-71,-52,-72,-74,-76,-77,-77,-79,-70,-79,-75,-65,-79
716,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-75,-76,-77,-79,-70,-79,-75,-68,-79
717,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-75,-76,-77,-79,-70,-79,-75,-70,-79
718,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-75,-77,-79,-70,-79,-75,-67,-79
719,"(0,2)",-66,-70,-70,-71,-52,-72,-78,-76,-75,-77,-79,-70,-79,-74,-67,-79
720,"(0,2)",-66,-70,-70,-71,-52,-72,-77,-76,-75,-77,-79,-70,-79,-75,-67,-79
721,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-76,-75,-77,-79,-72,-79,-75,-66,-79
722,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-75,-77,-79,-71,-79,-74,-64,-79
723,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-76,-76,-77,-79,-71,-79,-74,-63,-79
724,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-76,-77,-79,-71,-79,-74,-64,-79
725,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-75,-76,-77,-79,-71,-79,-75,-68,-79
726,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-76,-76,-77,-79,-70,-79,-75,-66,-79
727,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-75,-76,-77,-79,-70,-79,-75,-66,-79
728,"(0,2)",-66,-70,-71,-71,-52,-72,-75,-75,-76,-77,-79,-70,-79,-78,-65,-81
729,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-74,-76,-77,-79,-70,-79,-77,-65,-81
730,"(0,2)",-66,-70,-70,-71,-52,-72,-75,-74,-76,-77,-79,-70,-79,-76,-65,-81
731,"(0,2)",-66,-70,-70,-71,-52,-72,-76,-74,-76,-77,-79,-70,-79,-76,-65,-81
732,"(0,2)",-66,-70,-70,-71,-52,-72,-77,-75,-77,-77,-79,-70,-79,-76,-65,-81
733,"(0,2)",-66,-70,-70,-71,-52,-72,-77,-75,-77,-77,-79,-70,-79,-76,-65,-81
734,"(0,2)",-66,-70,-70,-71,-52,-72,-77,-76,-77,-77,-79,-70,-79,-75,-65,-81
735,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-75,-76,-77,-79,-70,-79,-76,-66,-81
736,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-75,-77,-77,-79,-70,-79,-74,-64,-81
737,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-74,-77,-77,-79,-70,-79,-74,-63,-81
738,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-75,-77,-77,-81,-71,-79,-74,-64,-81
739,"(0,2)",-66,-70,-71,-71,-52,-73,-76,-76,-79,-77,-81,-70,-79,-74,-65,-81
740,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-76,-79,-82,-81,-70,-79,-75,-63,-81
741,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-77,-79,-82,-81,-70,-79,-76,-64,-80
742,"(0,2)",-66,-70,-70,-71,-58,-73,-77,-77,-77,-81,-81,-70,-79,-75,-68,-80
743,"(0,2)",-66,-70,-70,-71,-56,-73,-77,-76,-77,-81,-80,-70,-79,-76,-65,-80
744,"(0,2)",-66,-70,-70,-71,-55,-73,-77,-76,-78,-81,-80,-70,-79,-76,-64,-80
745,"(0,2)",-66,-70,-70,-71,-53,-73,-76,-75,-77,-81,-80,-70,-78,-76,-65,-80
746,"(0,2)",-66,-70,-70,-71,-52,-73,-81,-75,-77,-80,-80,-70,-78,-76,-63,-80
747,"(0,2)",-66,-70,-70,-71,-52,-73,-80,-76,-76,-80,-80,-70,-78,-75,-64,-80
748,"(0,2)",-66,-70,-70,-71,-52,-73,-78,-76,-76,-80,-80,-70,-78,-75,-64,-80
749,"(0,2)",-66,-70,-70,-71,-52,-73,-80,-76,-76,-80,-80,-70,-78,-75,-63,-80
750,"(0,2)",-66,-71,-70,-71,-52,-73,-79,-76,-77,-80,-80,-70,-78,-74,-64,-80
751,"(0,2)",-66,-71,-70,-71,-52,-73,-78,-75,-77,-79,-80,-70,-78,-76,-65,-80
752,"(0,2)",-66,-71,-70,-71,-52,-73,-78,-76,-79,-79,-80,-70,-78,-75,-65,-80
753,"(0,2)",-66,-71,-70,-71,-52,-73,-76,-75,-79,-79,-80,-70,-78,-75,-65,-80
754,"(0,2)",-66,-71,-70,-71,-52,-73,-77,-75,-79,-79,-80,-70,-78,-76,-65,-80
755,"(0,2)",-66,-71,-70,-71,-52,-72,-78,-75,-78,-79,-80,-70,-78,-76,-65,-80
756,"(0,2)",-66,-71,-70,-71,-52,-72,-77,-75,-77,-78,-80,-70,-78,-75,-65,-80
757,"(0,2)",-66,-71,-71,-71,-52,-72,-75,-75,-77,-78,-80,-70,-78,-75,-65,-80
758,"(0,2)",-66,-71,-71,-71,-52,-72,-75,-76,-78,-78,-80,-70,-78,-75,-65,-79
759,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-78,-78,-80,-70,-78,-74,-65,-79
760,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-78,-78,-80,-70,-78,-74,-64,-79
761,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-78,-78,-80,-70,-78,-74,-65,-79
762,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-78,-78,-80,-70,-78,-74,-65,-79
763,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-76,-78,-78,-80,-70,-78,-78,-64,-79
764,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-76,-77,-78,-80,-70,-78,-78,-65,-79
765,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-76,-78,-80,-70,-78,-77,-68,-79
766,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-76,-76,-78,-80,-70,-78,-77,-67,-79
767,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-76,-77,-78,-80,-70,-78,-76,-66,-79
768,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-77,-77,-78,-80,-70,-78,-75,-66,-79
769,"(0,2)",-66,-71,-71,-71,-52,-73,-79,-77,-77,-78,-80,-70,-78,-76,-65,-79
770,"(0,2)",-66,-71,-71,-70,-52,-73,-79,-77,-76,-78,-82,-70,-78,-76,-65,-79
771,"(0,2)",-66,-71,-71,-71,-52,-73,-78,-77,-77,-78,-83,-70,-78,-77,-65,-79
772,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-77,-76,-78,-83,-70,-78,-76,-64,-79
773,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-77,-76,-77,-83,-70,-78,-75,-65,-79
774,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-77,-76,-77,-82,-70,-78,-76,-64,-79
775,"(0,2)",-66,-71,-71,-71,-52,-74,-77,-77,-76,-78,-82,-70,-78,-75,-65,-79
776,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-78,-76,-78,-81,-70,-78,-74,-65,-79
777,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-78,-77,-78,-81,-70,-78,-75,-64,-79
778,"(0,2)",-66,-71,-71,-71,-52,-73,-79,-78,-77,-78,-81,-70,-78,-74,-64,-79
779,"(0,2)",-66,-71,-72,-71,-52,-73,-78,-78,-77,-78,-80,-70,-78,-74,-65,-79
780,"(0,2)",-66,-71,-72,-71,-52,-73,-74,-77,-76,-78,-80,-70,-78,-74,-65,-79
781,"(0,2)",-66,-71,-72,-71,-52,-73,-75,-77,-76,-78,-80,-71,-78,-74,-65,-79
782,"(0,2)",-66,-71,-71,-71,-52,-74,-76,-77,-77,-78,-80,-71,-78,-73,-64,-79
783,"(0,2)",-66,-71,-71,-71,-52,-73,-76,-76,-77,-78,-80,-71,-78,-74,-64,-79
784,"(0,2)",-66,-71,-71,-71,-52,-73,-77,-76,-76,-78,-80,-71,-78,-75,-65,-79
785,"(0,2)",-66,-70,-71,-71,-52,-73,-77,-76,-77,-78,-80,-71,-78,-77,-65,-79
786,"(0,2)",-66,-70,-71,-71,-52,-73,-75,-76,-77,-78,-80,-71,-78,-76,-63,-79
787,"(0,2)",-66,-70,-71,-71,-52,-73,-76,-76,-76,-78,-80,-71,-78,-76,-64,-79
788,"(0,2)",-66,-70,-71,-71,-52,-73,-75,-77,-76,-78,-80,-71,-78,-76,-64,-79
789,"(0,2)",-66,-70,-71,-71,-52,-73,-76,-77,-76,-78,-80,-71,-78,-76,-64,-79
790,"(0,2)",-66,-70,-71,-71,-52,-73,-76,-77,-76,-78,-80,-71,-78,-76,-65,-79
791,"(0,2)",-66,-70,-71,-71,-52,-73,-77,-76,-77,-78,-80,-71,-78,-76,-64,-79
792,"(0,2)",-66,-70,-71,-71,-52,-73,-77,-76,-77,-78,-80,-71,-78,-76,-65,-79
793,"(0,2)",-66,-70,-71,-71,-52,-73,-75,-76,-77,-78,-80,-71,-78,-75,-65,-79
794,"(0,2)",-66,-70,-71,-71,-52,-73,-74,-76,-77,-78,-80,-71,-78,-76,-64,-79
795,"(0,2)",-66,-70,-71,-71,-52,-73,-74,-77,-77,-78,-80,-71,-78,-76,-64,-79
796,"(0,2)",-66,-70,-71,-71,-52,-73,-74,-76,-77,-78,-80,-71,-78,-75,-65,-79
797,"(0,2)",-66,-70,-71,-71,-52,-73,-75,-77,-77,-78,-80,-70,-78,-75,-70,-79
798,"(0,2)",-66,-70,-71,-71,-52,-73,-76,-77,-77,-78,-80,-70,-78,-75,-70,-79
799,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-77,-77,-78,-80,-70,-78,-74,-68,-79
800,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-77,-77,-78,-80,-70,-78,-75,-68,-79
801,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-77,-77,-78,-80,-70,-78,-76,-66,-79
802,"(0,2)",-66,-70,-70,-71,-52,-73,-77,-77,-77,-78,-80,-72,-78,-76,-66,-79
803,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-77,-77,-78,-80,-72,-78,-77,-66,-79
804,"(0,2)",-66,-70,-70,-71,-52,-73,-76,-75,-77,-77,-80,-72,-78,-76,-66,-79
805,"(0,2)",-66,-70,-70,-72,-52,-73,-77,-76,-76,-77,-80,-72,-78,-75,-65,-79
806,"(0,2)",-66,-70,-70,-72,-52,-73,-79,-75,-77,-77,-80,-72,-78,-74,-65,-79
807,"(0,2)",-66,-70,-70,-72,-52,-73,-79,-75,-76,-77,-83,-71,-78,-74,-65,-79
808,"(0,2)",-66,-70,-70,-72,-52,-73,-77,-76,-76,-77,-83,-70,-78,-75,-65,-79
809,"(0,2)",-66,-70,-70,-72,-52,-73,-76,-75,-76,-77,-82,-70,-78,-75,-68,-79
810,"(0,2)",-66,-71,-70,-72,-52,-74,-77,-75,-76,-77,-82,-70,-78,-74,-67,-79
811,"(0,2)",-66,-71,-70,-72,-52,-73,-77,-75,-75,-77,-81,-70,-78,-74,-65,-79
812,"(0,2)",-66,-71,-70,-72,-52,-73,-76,-75,-76,-77,-80,-70,-78,-74,-68,-79
813,"(0,2)",-66,-71,-70,-72,-52,-73,-76,-75,-76,-77,-80,-70,-78,-75,-66,-79
814,"(0,2)",-66,-71,-71,-72,-52,-73,-77,-75,-77,-77,-80,-70,-78,-74,-66,-79
815,"(0,2)",-66,-71,-71,-72,-52,-73,-76,-75,-77,-77,-80,-70,-78,-76,-65,-79
816,"(0,2)",-66,-70,-70,-72,-52,-73,-76,-75,-77,-77,-80,-70,-78,-76,-64,-79
817,"(0,2)",-66,-70,-70,-72,-52,-73,-77,-75,-77,-78,-80,-70,-78,-77,-67,-79
818,"(0,2)",-67,-70,-70,-72,-55,-73,-77,-75,-76,-78,-80,-70,-78,-77,-67,-79
819,"(0,2)",-67,-70,-70,-72,-54,-73,-76,-75,-77,-78,-80,-70,-78,-75,-67,-79
820,"(0,2)",-67,-70,-70,-72,-53,-73,-77,-75,-77,-78,-80,-70,-78,-75,-69,-79
821,"(0,2)",-67,-70,-70,-72,-52,-73,-77,-75,-76,-78,-82,-70,-78,-75,-66,-79
822,"(0,2)",-67,-70,-70,-72,-52,-73,-76,-75,-76,-78,-82,-70,-78,-75,-66,-79
823,"(0,2)",-67,-70,-70,-72,-52,-73,-77,-76,-77,-78,-82,-70,-78,-74,-65,-79
824,"(0,2)",-67,-70,-70,-72,-52,-73,-77,-77,-76,-78,-81,-70,-78,-74,-71,-79
825,"(0,2)",-67,-70,-70,-72,-52,-73,-77,-77,-76,-78,-81,-70,-78,-74,-69,-79
826,"(0,2)",-67,-70,-70,-72,-52,-73,-77,-76,-75,-78,-81,-70,-78,-74,-68,-79
827,"(0,2)",-67,-70,-70,-73,-52,-73,-76,-76,-75,-78,-81,-70,-78,-74,-67,-79
828,"(0,2)",-67,-70,-71,-72,-52,-73,-80,-76,-76,-78,-81,-70,-78,-74,-66,-79
829,"(0,2)",-67,-70,-71,-72,-52,-73,-79,-76,-76,-78,-82,-70,-78,-74,-68,-79
830,"(0,2)",-67,-70,-71,-72,-52,-73,-79,-75,-76,-78,-81,-70,-78,-75,-68,-79
831,"(0,2)",-67,-70,-71,-72,-52,-73,-79,-76,-76,-78,-81,-70,-78,-75,-66,-79
832,"(0,2)",-67,-70,-71,-72,-52,-73,-78,-76,-76,-78,-81,-70,-78,-75,-66,-79
833,"(0,2)",-70,-70,-71,-76,-52,-73,-78,-77,-76,-78,-81,-70,-78,-74,-65,-79
834,"(0,2)",-69,-70,-71,-74,-52,-73,-77,-77,-77,-78,-81,-70,-78,-74,-64,-79
835,"(0,2)",-67,-70,-71,-73,-52,-73,-77,-77,-77,-78,-80,-70,-78,-75,-65,-79
836,"(0,2)",-67,-70,-71,-72,-52,-73,-77,-77,-77,-78,-80,-70,-78,-74,-65,-79
837,"(0,2)",-67,-72,-71,-72,-52,-73,-77,-77,-77,-78,-80,-70,-78,-74,-65,-79
838,"(0,2)",-67,-71,-71,-72,-52,-73,-77,-77,-77,-78,-80,-70,-78,-74,-63,-79
839,"(0,2)",-67,-71,-71,-71,-52,-73,-76,-77,-77,-78,-80,-70,-78,-74,-64,-79
840,"(0,2)",-67,-71,-71,-71,-52,-73,-75,-77,-77,-78,-80,-70,-78,-74,-62,-79
841,"(0,2)",-67,-71,-70,-71,-52,-72,-75,-77,-76,-78,-80,-70,-78,-74,-62,-79
842,"(0,2)",-67,-71,-70,-71,-52,-73,-76,-77,-76,-78,-80,-70,-78,-74,-64,-79
843,"(0,2)",-67,-71,-70,-71,-52,-73,-77,-77,-75,-78,-80,-70,-78,-74,-71,-79
844,"(0,2)",-67,-71,-70,-71,-52,-73,-76,-76,-75,-78,-79,-70,-78,-74,-69,-79
845,"(0,2)",-67,-71,-70,-71,-52,-73,-76,-76,-75,-78,-79,-70,-78,-76,-68,-79
846,"(0,2)",-67,-71,-70,-71,-52,-73,-77,-76,-76,-78,-79,-70,-78,-75,-66,-79
847,"(0,2)",-67,-71,-70,-71,-52,-73,-77,-76,-76,-78,-79,-70,-78,-75,-65,-79
848,"(0,2)",-67,-71,-70,-71,-52,-73,-77,-76,-77,-78,-79,-70,-78,-76,-65,-79
849,"(0,2)",-67,-71,-70,-71,-52,-74,-77,-77,-76,-78,-79,-70,-78,-75,-65,-79
850,"(0,2)",-67,-71,-71,-71,-52,-74,-77,-76,-76,-78,-79,-70,-78,-75,-65,-79
851,"(0,2)",-67,-71,-71,-71,-52,-74,-77,-76,-77,-78,-79,-70,-78,-75,-65,-79
852,"(0,2)",-67,-70,-71,-71,-52,-74,-77,-76,-77,-78,-79,-70,-78,-75,-65,-79
853,"(0,2)",-67,-70,-70,-71,-52,-74,-76,-76,-77,-78,-79,-70,-78,-74,-68,-79
854,"(0,2)",-67,-70,-70,-71,-52,-74,-77,-76,-77,-78,-79,-70,-78,-74,-66,-79
855,"(0,2)",-67,-70,-71,-71,-52,-73,-76,-76,-77,-78,-79,-70,-78,-74,-65,-79
856,"(0,2)",-67,-70,-71,-71,-56,-73,-77,-77,-77,-78,-79,-70,-78,-74,-65,-79
857,"(0,2)",-67,-70,-70,-71,-55,-73,-77,-77,-77,-78,-79,-70,-78,-74,-65,-79
858,"(0,2)",-67,-70,-70,-71,-53,-75,-77,-77,-76,-78,-79,-70,-78,-74,-65,-79
859,"(0,2)",-67,-70,-70,-71,-52,-74,-75,-77,-75,-78,-79,-70,-78,-74,-67,-79
860,"(0,2)",-67,-70,-70,-71,-52,-74,-75,-76,-75,-78,-79,-70,-78,-75,-66,-79
861,"(0,2)",-67,-70,-70,-71,-52,-74,-76,-77,-76,-78,-79,-70,-78,-75,-66,-79
862,"(0,2)",-67,-70,-70,-71,-52,-73,-75,-76,-76,-78,-79,-70,-78,-74,-65,-79
863,"(0,2)",-67,-70,-71,-71,-52,-73,-76,-77,-76,-78,-79,-70,-78,-75,-67,-79
864,"(0,2)",-67,-70,-71,-71,-52,-73,-76,-77,-76,-78,-79,-70,-78,-74,-66,-79
865,"(0,2)",-67,-70,-71,-71,-52,-73,-75,-77,-75,-78,-79,-70,-78,-74,-64,-79
866,"(0,2)",-67,-70,-71,-71,-52,-73,-77,-76,-76,-78,-79,-70,-78,-74,-69,-79
867,"(0,2)",-67,-70,-71,-71,-52,-73,-77,-76,-76,-78,-79,-70,-78,-74,-67,-79
868,"(0,2)",-67,-70,-71,-71,-52,-73,-76,-76,-76,-78,-79,-70,-78,-74,-65,-79
869,"(0,2)",-67,-70,-67,-71,-52,-73,-76,-76,-76,-78,-79,-70,-78,-74,-64,-79
870,"(0,2)",-67,-70,-67,-71,-52,-73,-75,-76,-76,-78,-79,-70,-78,-74,-65,-79
871,"(0,2)",-67,-70,-68,-71,-56,-72,-75,-76,-77,-78,-79,-70,-78,-74,-65,-79
872,"(0,2)",-67,-70,-69,-71,-56,-72,-75,-76,-76,-78,-79,-70,-78,-74,-65,-79
873,"(0,2)",-67,-70,-69,-71,-54,-72,-76,-76,-76,-78,-79,-70,-78,-74,-67,-79
874,"(0,2)",-67,-70,-69,-71,-54,-72,-77,-75,-77,-78,-79,-70,-78,-75,-66,-79
875,"(0,2)",-67,-70,-69,-71,-56,-72,-76,-75,-76,-78,-79,-70,-78,-74,-65,-79
876,"(0,2)",-67,-70,-70,-71,-54,-72,-77,-75,-75,-78,-79,-70,-78,-74,-65,-79
877,"(0,2)",-67,-70,-70,-71,-54,-72,-77,-76,-76,-78,-79,-70,-78,-74,-65,-79
878,"(0,2)",-67,-70,-70,-71,-53,-72,-76,-76,-76,-78,-79,-70,-78,-75,-65,-79
879,"(0,2)",-67,-70,-70,-71,-53,-72,-77,-76,-76,-78,-79,-70,-78,-76,-65,-79
880,"(0,2)",-67,-70,-70,-71,-52,-72,-76,-76,-76,-78,-79,-70,-78,-76,-63,-79
881,"(0,2)",-67,-70,-70,-71,-52,-72,-76,-76,-76,-78,-79,-70,-78,-75,-63,-79
882,"(0,2)",-67,-70,-70,-71,-52,-72,-77,-76,-77,-78,-79,-71,-78,-76,-62,-79
883,"(0,2)",-67,-70,-70,-71,-52,-72,-77,-76,-77,-78,-79,-71,-78,-76,-63,-79
884,"(0,2)",-67,-70,-71,-71,-52,-72,-76,-77,-77,-78,-79,-70,-78,-75,-63,-79
885,"(0,2)",-67,-70,-71,-71,-52,-72,-76,-77,-77,-78,-79,-70,-78,-73,-62,-79
886,"(0,2)",-67,-70,-71,-71,-52,-72,-75,-77,-77,-78,-79,-70,-78,-74,-63,-79
887,"(0,2)",-67,-70,-71,-71,-52,-72,-74,-77,-77,-78,-79,-70,-78,-75,-63,-79
888,"(0,2)",-67,-70,-71,-71,-52,-72,-74,-77,-77,-78,-79,-70,-78,-75,-63,-79
889,"(0,2)",-67,-70,-71,-71,-52,-72,-75,-77,-76,-78,-79,-70,-78,-74,-63,-79
890,"(0,2)",-70,-70,-71,-71,-52,-72,-74,-76,-76,-78,-79,-70,-78,-74,-64,-79
891,"(0,2)",-69,-70,-71,-71,-52,-72,-75,-77,-76,-77,-79,-70,-78,-74,-64,-79
892,"(0,2)",-68,-70,-71,-71,-52,-72,-74,-77,-75,-77,-79,-70,-78,-74,-64,-79
893,"(0,2)",-68,-70,-71,-71,-52,-72,-76,-77,-76,-77,-79,-70,-78,-74,-65,-79
894,"(0,2)",-67,-70,-71,-71,-52,-72,-77,-77,-76,-77,-79,-74,-78,-74,-65,-79
895,"(0,2)",-67,-70,-71,-71,-52,-72,-77,-77,-77,-77,-79,-73,-78,-73,-64,-79
896,"(0,2)",-67,-70,-71,-70,-52,-72,-77,-76,-77,-77,-79,-72,-78,-73,-65,-79
897,"(0,2)",-67,-70,-71,-70,-52,-72,-77,-76,-77,-77,-79,-72,-78,-74,-65,-79
898,"(0,2)",-67,-70,-71,-70,-52,-72,-77,-76,-77,-77,-79,-71,-78,-75,-65,-79
899,"(0,2)",-67,-70,-70,-70,-52,-72,-76,-76,-77,-77,-79,-71,-78,-75,-64,-79
900,"(0,2)",-67,-70,-70,-70,-52,-73,-76,-76,-77,-77,-79,-71,-78,-74,-64,-79
901,"(0,2)",-67,-70,-70,-70,-52,-73,-76,-76,-77,-77,-79,-71,-78,-75,-64,-79
902,"(0,2)",-67,-70,-70,-70,-52,-73,-75,-77,-77,-77,-79,-71,-78,-75,-63,-79
