,"X,Y","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab ERNC""
00:90:4C:91:00:03","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""SMA1930055648""
B0:72:BF:05:3C:3D","""linksys""
00:25:9C:98:4B:7D","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""WiFi-UdeC""
84:D4:7E:29:3E:81","""eduroam""
84:D4:7E:29:3E:82","""FabLab""
AC:84:C6:3E:EF:51","""DII-SalaEstudio""
D8:5D:4C:BF:11:FA","""Controlistas""
54:E6:FC:E7:FA:D2","""LCDA""
B0:48:7A:DE:14:8C","""Die231""
EC:08:6B:42:B5:4A","""Sistemas Electronicos""
64:70:02:40:6C:DE","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Docentes FI""
0E:18:D6:CB:01:A4","""LCSE-24""
F8:E9:03:C7:2C:80","""ANDES""
00:11:95:09:C1:4A"
2470,"(1,1)",-65,-59,-65,-67,-65,-63,-59,-63,-75,-77,-63,-67,-67,-65,-67,-61,-35,-65,-83,-81,-71,-83,-79,-77
2471,"(1,1)",-63,-59,-63,-65,-65,-61,-57,-63,-75,-77,-59,-67,-67,-67,-67,-63,-33,-65,-83,-85,-71,-83,-77,-77
2472,"(1,1)",-63,-59,-63,-69,-61,-63,-57,-63,-75,-79,-61,-65,-67,-65,-67,-61,-37,-61,-81,-83,-71,-83,-77,-77
2473,"(1,1)",-67,-59,-61,-67,-65,-61,-57,-63,-77,-79,-59,-65,-67,-65,-73,-63,-43,-61,-83,-83,-69,-83,-79,-79
2474,"(1,1)",-65,-59,-63,-65,-63,-65,-57,-63,-75,-77,-59,-69,-67,-67,-73,-63,-47,-63,-83,-81,-69,-83,-77,-81
2475,"(1,1)",-65,-59,-63,-67,-63,-59,-57,-63,-75,-81,-59,-69,-69,-67,-67,-61,-35,-65,-83,-81,-69,-85,-79,-75
2476,"(1,1)",-65,-57,-63,-67,-65,-61,-59,-63,-75,-75,-59,-69,-67,-67,-71,-61,-45,-65,-85,-81,-69,-85,-79,-79
2477,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-67,-75,-79,-61,-69,-67,-65,-73,-61,-45,-85,-85,-81,-67,-85,-79,-77
2478,"(1,1)",-65,-63,-63,-67,-63,-63,-57,-65,-75,-77,-61,-67,-65,-67,-63,-61,-45,-65,-85,-81,-71,-85,-81,-77
2479,"(1,1)",-65,-59,-63,-67,-65,-63,-59,-65,-77,-77,-61,-69,-67,-67,-71,-59,-47,-65,-85,-85,-71,-83,-79,-75
2480,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-63,-75,-77,-59,-75,-67,-67,-73,-61,-35,-65,-83,-85,-71,-83,-79,-77
2481,"(1,1)",-65,-61,-63,-67,-65,-65,-57,-63,-75,-77,-59,-69,-67,-65,-67,-63,-35,-61,-81,-83,-71,-83,-77,-77
2482,"(1,1)",-65,-59,-61,-67,-65,-61,-57,-65,-75,-75,-61,-77,-67,-65,-61,-75,-35,-61,-81,-83,-71,-83,-79,-79
2483,"(1,1)",-65,-59,-63,-63,-65,-63,-57,-63,-77,-79,-61,-67,-77,-65,-73,-61,-45,-61,-81,-83,-65,-83,-79,-79
2484,"(1,1)",-61,-63,-63,-65,-65,-59,-55,-65,-75,-79,-59,-67,-67,-67,-71,-63,-45,-65,-81,-83,-71,-83,-79,-77
2485,"(1,1)",-65,-59,-63,-61,-73,-65,-57,-65,-77,-77,-61,-65,-67,-67,-67,-61,-45,-67,-79,-83,-71,-83,-77,-79
2486,"(1,1)",-65,-59,-65,-67,-65,-61,-57,-59,-75,-79,-61,-69,-67,-67,-69,-61,-45,-61,-83,-83,-71,-83,-77,-83
2487,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-63,-75,-77,-61,-67,-65,-67,-65,-61,-35,-61,-79,-83,-71,-83,-77,-83
2488,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-65,-67,-63,-61,-45,-61,-83,-83,-71,-83,-79,-83
2489,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-59,-77,-77,-61,-67,-65,-65,-73,-61,-37,-63,-85,-81,-71,-83,-77,-83
2490,"(1,1)",-65,-59,-63,-63,-65,-65,-59,-59,-77,-77,-61,-67,-65,-65,-73,-59,-65,-63,-85,-83,-71,-83,-77,-79
2491,"(1,1)",-67,-59,-63,-67,-65,-65,-57,-61,-75,-75,-59,-83,-65,-67,-73,-63,-65,-63,-85,-81,-71,-83,-79,-79
2492,"(1,1)",-65,-59,-61,-67,-63,-65,-59,-61,-75,-77,-61,-75,-67,-67,-73,-61,-83,-65,-85,-85,-69,-81,-77,-79
2493,"(1,1)",-65,-59,-65,-67,-65,-63,-59,-61,-73,-79,-61,-75,-67,-65,-71,-69,-37,-65,-83,-85,-69,-81,-79,-79
2494,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-61,-77,-73,-61,-75,-67,-63,-67,-61,-35,-63,-83,-85,-69,-81,-79,-79
2495,"(1,1)",-65,-57,-63,-67,-65,-63,-57,-65,-75,-73,-59,-67,-67,-67,-73,-61,-35,-63,-85,-83,-71,-81,-77,-79
2496,"(1,1)",-67,-61,-63,-63,-63,-61,-57,-61,-75,-77,-59,-67,-67,-67,-73,-61,-35,-63,-85,-85,-69,-81,-81,-79
2497,"(1,1)",-65,-59,-63,-65,-65,-65,-59,-63,-75,-79,-61,-67,-65,-67,-73,-61,-35,-63,-85,-85,-69,-81,-75,-79
2498,"(1,1)",-65,-61,-63,-67,-65,-63,-59,-63,-75,-77,-59,-67,-65,-65,-69,-61,-45,-61,-85,-83,-69,-83,-75,-81
2499,"(1,1)",-65,-61,-61,-67,-65,-63,-57,-63,-75,-75,-61,-67,-65,-65,-67,-61,-45,-65,-81,-85,-69,-83,-79,-77
2500,"(1,1)",-65,-61,-65,-69,-63,-65,-59,-63,-75,-81,-61,-67,-67,-67,-73,-61,-45,-65,-81,-83,-69,-83,-77,-77
2501,"(1,1)",-65,-61,-65,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-59,-71,-61,-45,-65,-83,-85,-71,-81,-77,-79
2502,"(1,1)",-65,-59,-61,-65,-63,-63,-57,-65,-75,-79,-61,-67,-69,-67,-71,-75,-35,-61,-83,-85,-71,-81,-87,-79
2503,"(1,1)",-67,-59,-61,-67,-65,-65,-59,-63,-75,-77,-59,-69,-67,-63,-73,-63,-35,-65,-83,-83,-71,-81,-77,-75
2504,"(1,1)",-65,-61,-63,-65,-63,-65,-59,-63,-75,-79,-61,-67,-67,-63,-73,-61,-45,-59,-83,-85,-71,-81,-81,-79
2505,"(1,1)",-65,-61,-77,-67,-63,-65,-59,-63,-75,-79,-61,-65,-67,-65,-75,-63,-33,-59,-85,-83,-71,-81,-77,-79
2506,"(1,1)",-65,-65,-63,-67,-67,-63,-57,-65,-75,-79,-59,-67,-67,-65,-67,-61,-35,-59,-83,-83,-71,-81,-77,-79
2507,"(1,1)",-65,-59,-63,-65,-61,-61,-57,-65,-75,-77,-59,-67,-67,-67,-71,-61,-45,-59,-83,-85,-69,-81,-77,-79
2508,"(1,1)",-67,-59,-65,-67,-63,-61,-57,-65,-77,-79,-61,-67,-67,-65,-65,-63,-45,-61,-83,-85,-69,-81,-79,-79
2509,"(1,1)",-65,-61,-65,-67,-63,-63,-57,-67,-77,-77,-61,-69,-67,-65,-65,-61,-47,-65,-83,-83,-71,-81,-79,-79
2510,"(1,1)",-65,-59,-63,-67,-65,-63,-75,-65,-75,-77,-59,-67,-67,-67,-71,-77,-35,-63,-83,-85,-71,-81,-77,-63
2511,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-65,-77,-73,-61,-67,-67,-63,-75,-61,-35,-65,-83,-85,-71,-83,-79,-63
2512,"(1,1)",-61,-61,-61,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-65,-73,-61,-35,-65,-83,-85,-67,-83,-79,-79
2513,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-63,-77,-79,-61,-67,-67,-67,-65,-61,-35,-61,-83,-83,-67,-83,-79,-79
2514,"(1,1)",-67,-61,-63,-69,-69,-63,-59,-65,-75,-77,-59,-67,-67,-65,-65,-65,-45,-65,-83,-83,-67,-85,-77,-79
2515,"(1,1)",-65,-61,-63,-65,-67,-65,-57,-65,-75,-77,-81,-67,-67,-69,-73,-61,-45,-65,-83,-83,-69,-81,-79,-79
2516,"(1,1)",-65,-63,-63,-67,-63,-63,-59,-63,-75,-79,-61,-67,-67,-63,-71,-63,-35,-65,-85,-83,-69,-81,-79,-79
2517,"(1,1)",-65,-57,-61,-67,-63,-59,-57,-63,-75,-79,-65,-65,-67,-61,-67,-61,-45,-65,-83,-83,-69,-81,-79,-79
2518,"(1,1)",-65,-63,-63,-67,-61,-59,-59,-65,-75,-79,-59,-67,-67,-65,-67,-61,-45,-63,-83,-83,-69,-81,-77,-79
2519,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-79,-61,-67,-67,-65,-63,-59,-45,-65,-83,-83,-69,-81,-79,-79
2520,"(1,1)",-65,-65,-63,-69,-65,-57,-57,-67,-75,-79,-61,-75,-67,-65,-63,-61,-35,-65,-85,-83,-67,-81,-81,-79
2521,"(1,1)",-65,-63,-63,-61,-61,-63,-57,-67,-75,-79,-61,-75,-67,-61,-63,-61,-45,-63,-83,-67,-83,-81,-79,-83
2522,"(1,1)",-65,-59,-61,-61,-65,-63,-57,-63,-77,-77,-61,-67,-67,-65,-73,-63,-35,-79,-83,-69,-83,-81,-77,-83
2523,"(1,1)",-65,-61,-63,-61,-71,-61,-57,-63,-75,-77,-59,-63,-67,-65,-77,-63,-35,-79,-83,-71,-83,-79,-77,-83
2524,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-63,-75,-77,-61,-69,-65,-67,-73,-61,-35,-79,-83,-69,-83,-79,-77,-83
2525,"(1,1)",-65,-63,-59,-67,-61,-63,-57,-63,-75,-79,-61,-69,-65,-67,-73,-61,-35,-63,-83,-69,-83,-77,-77,-83
2526,"(1,1)",-65,-61,-61,-67,-65,-63,-57,-63,-75,-77,-63,-67,-67,-65,-73,-61,-35,-63,-83,-71,-83,-79,-75,-83
2527,"(1,1)",-65,-63,-63,-67,-83,-63,-57,-65,-75,-75,-59,-67,-67,-67,-65,-61,-37,-67,-83,-71,-83,-79,-77,-83
2528,"(1,1)",-65,-61,-63,-65,-65,-65,-57,-65,-75,-79,-61,-67,-67,-65,-71,-61,-35,-67,-85,-71,-81,-77,-77,-83
2529,"(1,1)",-65,-55,-63,-65,-65,-65,-57,-63,-73,-77,-59,-67,-67,-67,-61,-61,-35,-65,-85,-71,-81,-79,-77,-83
2530,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-63,-75,-77,-61,-67,-67,-67,-75,-63,-35,-65,-85,-71,-81,-79,-79,-83
2531,"(1,1)",-65,-59,-63,-67,-79,-63,-57,-61,-75,-77,-63,-67,-69,-67,-75,-61,-35,-65,-83,-71,-83,-75,-79,-83
2532,"(1,1)",-65,-61,-63,-63,-65,-63,-57,-65,-81,-79,-59,-67,-67,-67,-67,-61,-35,-63,-85,-69,-83,-77,-79,-83
2533,"(1,1)",-65,-63,-63,-67,-65,-65,-59,-65,-77,-79,-61,-65,-67,-67,-67,-61,-35,-63,-85,-71,-83,-79,-79,-83
2534,"(1,1)",-65,-63,-63,-67,-67,-65,-55,-63,-75,-77,-59,-65,-65,-67,-75,-61,-35,-65,-81,-67,-81,-79,-77,-85
2535,"(1,1)",-65,-63,-63,-67,-65,-65,-55,-63,-75,-79,-61,-65,-67,-69,-67,-77,-45,-65,-83,-67,-83,-79,-77,-85
2536,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-77,-59,-73,-67,-71,-67,-61,-45,-65,-83,-69,-83,-79,-77,-83
2537,"(1,1)",-65,-59,-63,-67,-65,-65,-55,-63,-77,-79,-61,-67,-67,-67,-73,-61,-45,-65,-87,-69,-83,-79,-79,-83
2538,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-65,-73,-77,-61,-67,-65,-67,-67,-61,-35,-63,-87,-69,-83,-81,-79,-83
2539,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-63,-77,-79,-61,-67,-67,-67,-67,-61,-35,-59,-87,-71,-83,-79,-79,-83
2540,"(1,1)",-65,-61,-63,-67,-59,-61,-57,-61,-75,-79,-61,-67,-67,-65,-67,-61,-35,-59,-75,-71,-83,-77,-79,-83
2541,"(1,1)",-59,-59,-63,-65,-61,-61,-57,-61,-75,-77,-61,-67,-67,-65,-67,-61,-35,-59,-83,-65,-83,-77,-79,-83
2542,"(1,1)",-65,-63,-65,-67,-65,-63,-57,-61,-75,-79,-61,-67,-67,-75,-67,-61,-45,-59,-83,-65,-85,-77,-79,-83
2543,"(1,1)",-65,-63,-63,-65,-65,-63,-67,-61,-75,-77,-61,-75,-67,-65,-67,-59,-35,-59,-83,-65,-85,-79,-79,-83
2544,"(1,1)",-65,-63,-63,-67,-65,-65,-59,-61,-75,-79,-61,-75,-67,-63,-67,-61,-35,-59,-85,-71,-83,-79,-79,-83
2545,"(1,1)",-65,-59,-63,-69,-61,-65,-57,-63,-75,-77,-61,-67,-67,-65,-67,-61,-35,-59,-85,-65,-83,-77,-79,-83
2546,"(1,1)",-65,-59,-65,-65,-61,-65,-57,-63,-75,-77,-59,-77,-67,-65,-67,-61,-35,-61,-83,-67,-79,-85,-75,-83
2547,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-65,-75,-81,-59,-77,-67,-65,-67,-61,-35,-65,-85,-67,-85,-85,-79,-83
2548,"(1,1)",-63,-61,-63,-67,-65,-63,-59,-65,-75,-81,-61,-77,-67,-65,-65,-61,-47,-61,-83,-67,-81,-77,-79,-83
2549,"(1,1)",-65,-59,-63,-67,-63,-63,-57,-63,-75,-77,-61,-77,-67,-73,-65,-81,-35,-65,-83,-69,-83,-81,-75,-83
2550,"(1,1)",-65,-61,-65,-67,-61,-63,-55,-63,-73,-73,-61,-77,-67,-73,-63,-61,-45,-65,-83,-69,-83,-81,-75,-83
2551,"(1,1)",-65,-63,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-67,-65,-61,-35,-65,-83,-71,-81,-79,-75,-81
2552,"(1,1)",-65,-61,-63,-69,-65,-63,-59,-61,-75,-77,-61,-67,-67,-63,-73,-61,-45,-65,-85,-71,-81,-79,-75,-81
2553,"(1,1)",-65,-63,-65,-67,-65,-63,-59,-65,-75,-77,-61,-67,-67,-63,-67,-59,-35,-61,-83,-71,-83,-79,-75,-81
2554,"(1,1)",-65,-63,-65,-65,-63,-63,-57,-65,-77,-77,-61,-67,-67,-63,-65,-63,-35,-65,-83,-65,-83,-79,-77,-79
2555,"(1,1)",-65,-61,-61,-65,-65,-63,-59,-65,-75,-77,-59,-67,-69,-67,-71,-61,-35,-65,-87,-65,-83,-79,-77,-79
2556,"(1,1)",-65,-61,-63,-65,-63,-61,-75,-57,-77,-81,-61,-67,-69,-67,-65,-61,-45,-61,-87,-71,-83,-79,-77,-81
2557,"(1,1)",-65,-59,-63,-65,-65,-63,-57,-65,-77,-79,-61,-67,-69,-63,-71,-61,-35,-61,-83,-67,-83,-79,-77,-81
2558,"(1,1)",-65,-63,-63,-67,-65,-63,-55,-63,-75,-77,-65,-67,-67,-67,-65,-63,-35,-61,-83,-69,-83,-79,-77,-81
2559,"(1,1)",-65,-63,-63,-67,-65,-65,-55,-63,-75,-79,-63,-67,-67,-67,-65,-61,-35,-61,-83,-69,-83,-77,-77,-81
2560,"(1,1)",-65,-59,-61,-67,-65,-63,-57,-65,-75,-79,-61,-67,-67,-67,-67,-63,-67,-65,-83,-69,-83,-79,-77,-81
2561,"(1,1)",-67,-63,-61,-63,-61,-61,-57,-65,-75,-77,-59,-67,-67,-67,-69,-61,-45,-65,-81,-69,-83,-79,-75,-81
2562,"(1,1)",-63,-59,-61,-67,-65,-61,-57,-63,-75,-79,-59,-67,-67,-65,-73,-61,-35,-63,-81,-69,-81,-79,-77,-71
2563,"(1,1)",-65,-61,-63,-67,-61,-63,-57,-63,-73,-75,-59,-67,-67,-61,-67,-63,-35,-63,-81,-67,-85,-79,-77,-73
2564,"(1,1)",-65,-59,-63,-67,-65,-63,-57,-61,-73,-77,-59,-67,-65,-71,-65,-61,-47,-63,-81,-67,-83,-79,-77,-73
2565,"(1,1)",-65,-59,-63,-65,-65,-65,-57,-61,-75,-79,-61,-65,-67,-67,-73,-61,-35,-65,-83,-69,-83,-79,-77,-73
2566,"(1,1)",-65,-61,-63,-67,-75,-61,-57,-67,-75,-79,-61,-67,-67,-65,-65,-83,-35,-65,-81,-69,-83,-79,-79,-73
2567,"(1,1)",-65,-63,-63,-63,-75,-61,-57,-65,-75,-79,-59,-65,-67,-65,-65,-61,-35,-65,-85,-69,-79,-77,-85,-81
2568,"(1,1)",-65,-63,-63,-69,-65,-63,-57,-67,-75,-77,-61,-67,-67,-67,-69,-61,-47,-65,-85,-69,-79,-79,-85,-69
2569,"(1,1)",-65,-61,-63,-61,-65,-63,-57,-61,-77,-77,-61,-67,-65,-67,-73,-61,-35,-65,-83,-69,-83,-75,-77,-79
2570,"(1,1)",-65,-69,-63,-65,-63,-63,-57,-65,-75,-77,-59,-69,-67,-67,-67,-61,-35,-65,-85,-69,-83,-81,-81,-83
2571,"(1,1)",-65,-61,-63,-69,-61,-63,-59,-63,-75,-79,-59,-63,-75,-65,-69,-61,-35,-65,-85,-71,-81,-79,-79,-81
2572,"(1,1)",-65,-61,-63,-65,-65,-63,-57,-63,-77,-77,-59,-67,-65,-65,-69,-61,-45,-67,-83,-71,-81,-81,-75,-79
2573,"(1,1)",-65,-57,-63,-65,-65,-63,-57,-63,-75,-77,-61,-63,-63,-65,-73,-57,-35,-67,-85,-71,-81,-81,-79,-79
2574,"(1,1)",-65,-59,-63,-65,-59,-63,-59,-63,-75,-77,-61,-69,-67,-65,-71,-61,-45,-67,-85,-69,-81,-77,-79,-79
2575,"(1,1)",-65,-59,-63,-69,-65,-63,-59,-61,-71,-79,-59,-67,-67,-65,-75,-61,-35,-65,-83,-69,-83,-79,-79,-81
2576,"(1,1)",-65,-63,-63,-67,-61,-63,-57,-65,-75,-77,-61,-67,-67,-65,-65,-61,-35,-65,-77,-71,-83,-79,-79,-81
2577,"(1,1)",-65,-63,-65,-65,-63,-63,-55,-63,-75,-77,-61,-67,-67,-65,-71,-61,-35,-65,-83,-69,-81,-77,-63,-81
2578,"(1,1)",-65,-59,-63,-67,-65,-61,-57,-67,-75,-77,-61,-67,-67,-65,-73,-63,-45,-65,-83,-69,-81,-77,-63,-73
2579,"(1,1)",-65,-63,-63,-65,-65,-63,-59,-63,-73,-77,-59,-67,-69,-67,-71,-81,-45,-65,-83,-69,-81,-79,-63,-73
2580,"(1,1)",-65,-61,-65,-67,-63,-63,-57,-63,-75,-77,-59,-67,-67,-65,-71,-61,-35,-65,-83,-65,-81,-77,-79,-73
2581,"(1,1)",-65,-61,-63,-63,-67,-65,-59,-65,-75,-79,-61,-67,-67,-65,-67,-61,-35,-65,-83,-65,-83,-79,-77,-73
2582,"(1,1)",-65,-61,-61,-67,-71,-65,-59,-65,-75,-77,-61,-67,-67,-65,-71,-61,-35,-65,-83,-69,-83,-75,-79,-73
2583,"(1,1)",-65,-63,-63,-67,-67,-59,-59,-65,-77,-77,-61,-67,-67,-65,-67,-61,-45,-63,-83,-69,-83,-81,-77,-73
2584,"(1,1)",-65,-61,-63,-63,-67,-63,-57,-63,-75,-79,-59,-65,-65,-69,-75,-63,-45,-65,-83,-69,-83,-77,-79,-73
2585,"(1,1)",-65,-57,-63,-65,-61,-63,-59,-63,-75,-79,-61,-67,-67,-69,-65,-69,-35,-65,-85,-69,-83,-77,-79,-79
2586,"(1,1)",-65,-57,-65,-65,-65,-63,-59,-63,-75,-77,-59,-67,-67,-69,-75,-61,-33,-65,-85,-69,-81,-79,-79,-81
2587,"(1,1)",-65,-59,-63,-65,-65,-63,-59,-63,-75,-77,-59,-67,-67,-65,-67,-77,-35,-65,-85,-69,-83,-79,-77,-81
2588,"(1,1)",-65,-63,-63,-67,-63,-65,-57,-61,-75,-77,-61,-69,-65,-65,-71,-61,-45,-65,-85,-67,-83,-77,-77,-81
2589,"(1,1)",-65,-61,-63,-67,-65,-63,-57,-61,-77,-79,-61,-69,-67,-67,-71,-63,-35,-65,-85,-67,-83,-79,-77,-81
2590,"(1,1)",-65,-57,-63,-67,-63,-65,-57,-67,-77,-77,-59,-75,-67,-65,-73,-63,-35,-63,-85,-67,-83,-79,-79,-81
2591,"(1,1)",-65,-59,-63,-67,-65,-63,-59,-63,-77,-77,-61,-67,-65,-67,-71,-63,-35,-61,-83,-65,-83,-81,-79,-81
2592,"(1,1)",-65,-61,-63,-65,-65,-63,-61,-65,-77,-79,-59,-75,-67,-65,-67,-61,-47,-65,-81,-65,-83,-77,-77,-81
2593,"(1,1)",-65,-59,-63,-67,-63,-61,-59,-63,-75,-77,-61,-67,-67,-65,-71,-63,-47,-65,-85,-65,-83,-79,-79,-81
2594,"(1,1)",-65,-61,-63,-67,-63,-61,-61,-67,-75,-83,-61,-65,-67,-67,-73,-61,-37,-63,-81,-65,-83,-79,-79,-81
2595,"(1,1)",-65,-61,-63,-71,-65,-61,-59,-65,-77,-79,-59,-67,-69,-67,-71,-61,-37,-65,-81,-65,-83,-79,-79,-81
2596,"(1,1)",-65,-61,-63,-67,-63,-65,-61,-63,-71,-77,-61,-61,-63,-67,-65,-61,-47,-65,-85,-67,-83,-79,-79,-81
2597,"(1,1)",-65,-61,-61,-69,-63,-65,-59,-61,-75,-75,-59,-61,-63,-67,-73,-61,-45,-63,-85,-69,-79,-79,-79,-81
2598,"(1,1)",-65,-59,-63,-63,-63,-65,-59,-65,-75,-77,-61,-67,-67,-65,-65,-61,-35,-63,-85,-69,-79,-79,-79,-81
2599,"(1,1)",-65,-63,-63,-61,-61,-63,-59,-59,-75,-77,-61,-67,-67,-65,-65,-63,-83,-65,-85,-69,-79,-81,-77,-73
2600,"(1,1)",-65,-63,-63,-67,-63,-61,-59,-67,-77,-77,-61,-67,-65,-61,-71,-61,-35,-67,-85,-65,-79,-79,-77,-81
2601,"(1,1)",-65,-63,-63,-65,-63,-65,-59,-65,-75,-77,-61,-69,-67,-67,-65,-63,-37,-63,-85,-67,-83,-79,-79,-81
2602,"(1,1)",-63,-59,-65,-67,-63,-63,-59,-63,-77,-77,-59,-65,-69,-67,-71,-63,-35,-63,-85,-67,-83,-73,-81,-81
2603,"(1,1)",-65,-61,-63,-65,-63,-61,-59,-67,-75,-75,-61,-65,-67,-65,-67,-61,-35,-63,-85,-67,-83,-79,-81,-81
2604,"(1,1)",-65,-61,-61,-67,-65,-63,-61,-63,-75,-79,-61,-69,-67,-67,-73,-63,-35,-65,-85,-67,-83,-77,-81,-81
2605,"(1,1)",-65,-63,-63,-69,-63,-61,-57,-63,-73,-77,-59,-67,-67,-67,-63,-61,-45,-61,-83,-67,-83,-75,-81,-81
2606,"(1,1)",-65,-57,-63,-69,-63,-65,-57,-63,-75,-77,-61,-67,-67,-67,-71,-61,-35,-65,-85,-67,-83,-77,-81,-81
2607,"(1,1)",-63,-57,-61,-69,-83,-63,-57,-63,-75,-79,-61,-69,-67,-69,-71,-61,-35,-65,-83,-67,-83,-75,-81,-81
2608,"(1,1)",-63,-63,-63,-63,-65,-63,-57,-63,-75,-77,-61,-67,-67,-65,-71,-61,-35,-65,-83,-67,-83,-79,-79,-81
2609,"(1,1)",-65,-59,-61,-67,-61,-61,-57,-61,-75,-79,-59,-67,-67,-67,-71,-63,-35,-65,-73,-67,-83,-77,-79,-81
2610,"(1,1)",-65,-57,-63,-67,-59,-61,-57,-67,-75,-77,-63,-65,-65,-63,-65,-63,-35,-65,-85,-67,-83,-75,-77,-81
2611,"(1,1)",-65,-59,-63,-67,-65,-61,-57,-61,-73,-77,-61,-67,-67,-65,-71,-61,-35,-65,-85,-71,-83,-73,-79,-81
2612,"(1,1)",-65,-59,-63,-63,-63,-61,-57,-61,-75,-77,-61,-67,-67,-65,-69,-61,-35,-63,-85,-71,-83,-77,-79,-81
2613,"(1,1)",-65,-59,-63,-69,-63,-61,-59,-61,-75,-77,-61,-67,-67,-65,-71,-61,-35,-63,-83,-65,-83,-81,-79,-81
2614,"(1,1)",-65,-59,-63,-69,-61,-63,-59,-65,-75,-77,-61,-67,-67,-65,-71,-63,-35,-67,-83,-69,-83,-77,-81,-81
2615,"(1,1)",-65,-57,-65,-69,-65,-65,-57,-63,-75,-77,-59,-67,-67,-65,-69,-61,-35,-67,-81,-67,-83,-79,-77,-81
2616,"(1,1)",-65,-59,-63,-69,-65,-65,-57,-63,-75,-79,-61,-67,-67,-67,-65,-63,-45,-67,-85,-69,-83,-77,-77,-69
2617,"(1,1)",-65,-61,-63,-65,-63,-59,-57,-81,-75,-75,-61,-67,-67,-67,-67,-61,-35,-63,-85,-69,-83,-79,-79,-69
2618,"(1,1)",-65,-57,-63,-65,-65,-63,-57,-81,-77,-77,-61,-67,-67,-65,-71,-61,-45,-63,-85,-69,-83,-77,-79,-81
2619,"(1,1)",-65,-61,-63,-69,-65,-63,-57,-63,-73,-79,-61,-67,-69,-67,-67,-61,-45,-65,-85,-65,-81,-71,-79,-79
2620,"(1,1)",-65,-59,-65,-65,-65,-63,-57,-65,-77,-77,-61,-67,-69,-75,-63,-61,-47,-61,-85,-67,-83,-79,-79,-83
2621,"(1,1)",-65,-59,-61,-67,-61,-61,-57,-67,-75,-75,-61,-67,-67,-67,-69,-61,-35,-61,-85,-67,-83,-81,-79,-81
2622,"(1,1)",-67,-59,-65,-67,-63,-63,-57,-63,-75,-79,-61,-67,-67,-67,-71,-57,-35,-65,-73,-67,-83,-79,-79,-81
2623,"(1,1)",-65,-59,-61,-59,-65,-65,-59,-61,-75,-73,-61,-67,-69,-65,-69,-59,-33,-63,-73,-69,-83,-73,-79,-71
2624,"(1,1)",-59,-59,-63,-67,-65,-63,-57,-63,-75,-79,-61,-67,-65,-67,-71,-63,-35,-65,-73,-67,-83,-73,-79,-71
2625,"(1,1)",-65,-57,-63,-67,-65,-65,-81,-63,-75,-81,-61,-67,-67,-65,-65,-61,-35,-65,-85,-69,-83,-81,-81,-81
2626,"(1,1)",-65,-63,-59,-65,-63,-63,-65,-63,-75,-77,-61,-67,-67,-65,-65,-63,-35,-65,-83,-69,-83,-77,-79,-81
2627,"(1,1)",-65,-59,-65,-69,-65,-63,-57,-65,-75,-77,-61,-75,-67,-67,-67,-61,-35,-61,-83,-67,-83,-79,-79,-77
2628,"(1,1)",-67,-59,-63,-67,-65,-63,-57,-65,-75,-77,-61,-67,-67,-65,-67,-61,-35,-61,-81,-67,-83,-79,-79,-77
2629,"(1,1)",-65,-63,-63,-65,-63,-63,-57,-65,-81,-81,-59,-67,-69,-61,-67,-61,-45,-65,-81,-67,-83,-79,-77,-71
2630,"(1,1)",-65,-61,-61,-67,-63,-65,-57,-65,-77,-79,-61,-67,-69,-67,-71,-61,-35,-65,-83,-85,-83,-79,-77,-81
2631,"(1,1)",-65,-65,-63,-67,-65,-65,-59,-63,-77,-77,-61,-67,-65,-67,-63,-63,-35,-65,-87,-85,-81,-79,-79,-83
2632,"(1,1)",-65,-63,-61,-67,-65,-63,-57,-63,-75,-77,-61,-67,-65,-67,-63,-61,-35,-65,-83,-85,-81,-79,-79,-79
