,X,Y,"""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""UdeC""
84:D4:7E:29:3E:80","""FabLab""
AC:84:C6:3E:EF:51","""SMA1930055648""
B0:72:BF:05:3C:3D","""Lab ERNC""
00:90:4C:91:00:03","""Eduescob1""
68:FF:7B:1D:44:01","""eduroam""
84:D4:7E:29:3E:82","""LCDA""
B0:48:7A:DE:14:8C","""Sistemas Electronicos""
64:70:02:40:6C:DE","""AP_1612927617""
BC:54:F9:FC:7F:60","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Microondas""
48:F8:B3:22:4D:4B","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""CE5CFB""
98:FC:11:E2:A6:A5","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Lab Energias Renovables""
F4:EC:38:D2:09:78","""Vibraciones""
50:C7:BF:DD:C3:B3","""LabSerc 2.4""
94:10:3E:86:13:20","""Die231""
EC:08:6B:42:B5:4A","""Controlistas""
54:E6:FC:E7:FA:D2"
21836,1,0,-67,-75,-72,-52,-64,-73,-73,-65,-72,-73,-83,-72,-83,-80,-76,-73,-77,-79,-71,-77,-65
21837,1,0,-67,-75,-72,-52,-64,-73,-73,-65,-72,-72,-82,-72,-83,-80,-76,-73,-77,-79,-71,-77,-65
21838,1,0,-67,-75,-72,-52,-65,-73,-72,-65,-72,-72,-81,-72,-83,-79,-76,-73,-77,-79,-71,-77,-65
21839,1,0,-67,-74,-72,-52,-65,-72,-72,-67,-72,-72,-80,-73,-84,-79,-77,-73,-77,-79,-71,-77,-65
21840,1,0,-67,-74,-72,-52,-65,-72,-72,-67,-72,-72,-80,-73,-82,-79,-77,-73,-78,-79,-71,-77,-65
21841,1,0,-67,-74,-72,-52,-65,-72,-72,-66,-72,-72,-80,-73,-81,-79,-76,-73,-78,-79,-71,-77,-65
21842,1,0,-67,-75,-72,-52,-65,-72,-72,-66,-72,-72,-80,-73,-83,-79,-76,-73,-78,-79,-71,-76,-65
21843,1,0,-67,-75,-72,-52,-65,-72,-72,-66,-72,-72,-80,-72,-85,-79,-77,-73,-78,-79,-71,-76,-65
21844,1,0,-67,-75,-72,-52,-65,-72,-73,-66,-72,-72,-80,-72,-85,-79,-77,-73,-78,-79,-71,-76,-65
21845,1,0,-67,-75,-73,-52,-65,-72,-73,-66,-72,-72,-80,-72,-83,-79,-77,-72,-78,-79,-71,-76,-65
21846,1,0,-67,-75,-73,-53,-65,-72,-73,-66,-72,-72,-80,-72,-85,-81,-77,-72,-78,-79,-71,-76,-65
21847,1,0,-67,-74,-74,-53,-65,-72,-73,-66,-72,-72,-80,-72,-85,-81,-76,-72,-78,-79,-71,-76,-65
21848,1,0,-67,-74,-74,-53,-65,-72,-73,-66,-72,-71,-80,-72,-85,-81,-76,-72,-78,-79,-71,-77,-65
21849,1,0,-67,-74,-73,-53,-65,-72,-73,-66,-72,-72,-80,-72,-85,-82,-77,-72,-78,-79,-71,-77,-65
21850,1,0,-67,-75,-73,-53,-65,-72,-72,-66,-72,-72,-80,-72,-85,-82,-77,-72,-78,-79,-71,-77,-65
21851,1,0,-67,-75,-74,-52,-65,-72,-72,-66,-72,-72,-80,-72,-85,-81,-77,-72,-78,-79,-71,-77,-65
21852,1,0,-67,-75,-73,-52,-65,-72,-72,-65,-72,-72,-80,-72,-85,-82,-77,-72,-78,-79,-71,-77,-65
21853,1,0,-67,-75,-72,-52,-65,-72,-72,-64,-72,-72,-80,-72,-86,-82,-76,-72,-78,-79,-71,-77,-65
21854,1,0,-67,-74,-72,-52,-65,-72,-72,-64,-72,-72,-80,-72,-84,-82,-76,-72,-78,-79,-71,-75,-65
21855,1,0,-67,-74,-72,-52,-65,-72,-72,-65,-72,-72,-80,-72,-83,-82,-76,-71,-78,-79,-71,-75,-65
21856,1,0,-67,-74,-72,-52,-67,-73,-72,-65,-72,-72,-80,-72,-83,-81,-77,-72,-78,-79,-71,-76,-65
21857,1,0,-67,-75,-73,-52,-67,-73,-72,-65,-72,-72,-80,-72,-84,-81,-77,-72,-78,-79,-71,-76,-65
21858,1,0,-67,-74,-73,-52,-66,-73,-72,-65,-72,-72,-80,-72,-84,-81,-77,-72,-78,-79,-71,-77,-65
21859,1,0,-67,-75,-73,-52,-65,-73,-72,-65,-72,-72,-80,-72,-83,-81,-77,-72,-78,-79,-71,-77,-65
21860,1,0,-67,-74,-73,-53,-65,-73,-72,-65,-72,-72,-80,-73,-82,-81,-77,-72,-78,-79,-71,-77,-65
21861,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-81,-73,-82,-81,-77,-72,-78,-79,-71,-77,-65
21862,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-83,-73,-83,-81,-76,-72,-78,-79,-71,-76,-65
21863,1,0,-67,-73,-73,-52,-65,-73,-72,-64,-72,-72,-83,-73,-83,-80,-76,-72,-78,-79,-71,-77,-65
21864,1,0,-67,-73,-72,-52,-65,-73,-72,-65,-72,-72,-82,-73,-82,-80,-77,-72,-78,-79,-71,-77,-65
21865,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-73,-72,-82,-73,-82,-80,-77,-72,-78,-79,-71,-75,-65
21866,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-73,-72,-81,-72,-81,-80,-77,-72,-78,-79,-71,-76,-65
21867,1,0,-67,-74,-72,-53,-65,-73,-72,-65,-72,-72,-81,-72,-81,-80,-77,-72,-78,-79,-71,-76,-65
21868,1,0,-67,-74,-73,-53,-65,-73,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-78,-79,-71,-77,-65
21869,1,0,-67,-74,-72,-53,-65,-73,-72,-65,-72,-72,-83,-72,-83,-80,-77,-72,-78,-79,-71,-77,-65
21870,1,0,-67,-76,-72,-53,-65,-74,-72,-65,-72,-73,-82,-72,-83,-80,-77,-72,-78,-79,-71,-77,-65
21871,1,0,-67,-75,-71,-53,-65,-73,-72,-65,-72,-73,-82,-72,-83,-80,-77,-72,-78,-79,-71,-77,-65
21872,1,0,-67,-74,-71,-54,-65,-73,-72,-65,-72,-73,-82,-72,-83,-80,-77,-72,-78,-79,-71,-76,-65
21873,1,0,-67,-75,-71,-54,-65,-73,-72,-65,-72,-73,-82,-72,-82,-80,-77,-72,-78,-79,-71,-77,-65
21874,1,0,-67,-75,-72,-54,-65,-73,-72,-65,-72,-73,-81,-72,-82,-80,-77,-72,-78,-79,-71,-76,-65
21875,1,0,-67,-75,-72,-54,-65,-74,-72,-65,-72,-73,-81,-72,-82,-80,-77,-72,-78,-79,-71,-77,-65
21876,1,0,-67,-75,-73,-54,-65,-73,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-78,-79,-71,-76,-65
21877,1,0,-67,-76,-73,-54,-65,-73,-72,-65,-72,-72,-81,-72,-81,-80,-77,-72,-78,-79,-71,-76,-65
21878,1,0,-67,-76,-73,-53,-65,-74,-72,-65,-72,-72,-81,-72,-81,-80,-77,-72,-77,-79,-71,-75,-65
21879,1,0,-67,-76,-72,-52,-65,-73,-72,-65,-72,-72,-81,-72,-83,-80,-77,-72,-77,-79,-71,-75,-65
21880,1,0,-67,-76,-72,-56,-65,-73,-72,-65,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-76,-65
21881,1,0,-67,-77,-72,-54,-65,-73,-72,-65,-72,-72,-81,-72,-86,-80,-77,-72,-77,-79,-71,-76,-65
21882,1,0,-67,-77,-73,-54,-65,-73,-72,-65,-72,-72,-81,-72,-87,-80,-77,-72,-77,-79,-71,-76,-65
21883,1,0,-67,-76,-73,-54,-65,-74,-72,-65,-72,-72,-81,-72,-87,-80,-77,-72,-78,-79,-71,-77,-65
21884,1,0,-67,-75,-73,-53,-65,-73,-72,-65,-72,-72,-81,-72,-84,-80,-77,-72,-78,-79,-71,-77,-65
21885,1,0,-67,-75,-73,-54,-65,-73,-72,-64,-72,-72,-80,-72,-84,-80,-77,-72,-78,-79,-71,-77,-65
21886,1,0,-67,-75,-73,-57,-65,-73,-72,-65,-72,-72,-80,-72,-84,-80,-77,-72,-78,-79,-71,-77,-65
21887,1,0,-67,-74,-73,-56,-64,-73,-72,-65,-72,-72,-81,-72,-85,-81,-77,-72,-78,-79,-71,-77,-65
21888,1,0,-67,-74,-74,-55,-64,-73,-72,-65,-72,-72,-81,-72,-85,-81,-77,-72,-78,-79,-71,-77,-65
21889,1,0,-67,-74,-74,-54,-64,-73,-72,-64,-72,-72,-81,-72,-84,-81,-77,-72,-78,-79,-71,-77,-65
21890,1,0,-67,-74,-73,-54,-64,-74,-72,-65,-72,-72,-81,-72,-82,-81,-77,-72,-78,-79,-71,-77,-65
21891,1,0,-67,-74,-73,-54,-65,-73,-72,-65,-72,-72,-81,-72,-83,-81,-77,-72,-78,-79,-71,-77,-65
21892,1,0,-67,-74,-75,-54,-65,-73,-72,-65,-72,-72,-81,-72,-82,-81,-75,-72,-78,-79,-71,-77,-65
21893,1,0,-67,-75,-74,-55,-65,-73,-72,-65,-72,-72,-81,-72,-83,-80,-75,-72,-78,-79,-71,-77,-65
21894,1,0,-67,-75,-74,-54,-65,-74,-73,-65,-72,-72,-81,-72,-83,-80,-75,-72,-76,-79,-71,-76,-65
21895,1,0,-67,-74,-73,-54,-65,-73,-73,-65,-72,-72,-81,-72,-84,-80,-76,-72,-77,-79,-71,-76,-79
21896,1,0,-67,-74,-73,-54,-65,-73,-72,-64,-72,-72,-81,-72,-84,-80,-76,-72,-77,-79,-71,-76,-79
21897,1,0,-67,-74,-74,-54,-65,-73,-72,-64,-72,-72,-81,-72,-83,-80,-76,-72,-77,-79,-71,-77,-79
21898,1,0,-67,-74,-73,-53,-65,-73,-72,-65,-72,-72,-81,-72,-84,-80,-76,-72,-77,-79,-71,-76,-79
21899,1,0,-67,-74,-73,-53,-65,-73,-72,-65,-72,-72,-81,-72,-84,-80,-76,-72,-77,-79,-71,-76,-79
21900,1,0,-67,-74,-72,-53,-65,-73,-73,-65,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-71,-76,-79
21901,1,0,-67,-74,-72,-53,-65,-73,-74,-65,-72,-72,-81,-72,-82,-80,-77,-72,-78,-79,-71,-77,-79
21902,1,0,-67,-75,-71,-53,-65,-73,-73,-65,-72,-72,-81,-72,-81,-80,-77,-72,-78,-79,-71,-76,-79
21903,1,0,-67,-76,-71,-53,-65,-73,-73,-65,-72,-72,-81,-72,-83,-80,-77,-72,-78,-79,-71,-76,-79
21904,1,0,-67,-75,-72,-53,-65,-73,-73,-65,-72,-72,-81,-72,-83,-80,-77,-72,-78,-79,-71,-76,-79
21905,1,0,-67,-75,-72,-52,-65,-73,-73,-65,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-71,-77,-79
21906,1,0,-67,-75,-73,-52,-65,-73,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-77,-79,-71,-77,-79
21907,1,0,-67,-74,-73,-52,-65,-76,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-77,-79,-71,-77,-79
21908,1,0,-67,-75,-73,-52,-67,-75,-72,-65,-72,-72,-81,-73,-81,-80,-77,-72,-77,-79,-71,-77,-79
21909,1,0,-67,-74,-73,-52,-65,-75,-72,-65,-72,-72,-83,-73,-81,-80,-77,-72,-77,-79,-71,-77,-79
21910,1,0,-67,-74,-72,-52,-65,-75,-72,-65,-72,-73,-83,-73,-81,-80,-77,-72,-77,-79,-71,-77,-79
21911,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-73,-83,-73,-81,-80,-77,-72,-77,-79,-71,-76,-79
21912,1,0,-67,-75,-72,-53,-65,-73,-72,-65,-72,-73,-83,-73,-81,-80,-77,-72,-77,-79,-71,-77,-79
21913,1,0,-67,-75,-71,-52,-65,-73,-73,-65,-72,-73,-84,-73,-81,-80,-77,-72,-77,-79,-71,-77,-79
21914,1,0,-67,-74,-73,-52,-66,-73,-73,-65,-72,-73,-83,-73,-82,-80,-77,-72,-77,-79,-71,-76,-79
21915,1,0,-67,-75,-72,-52,-65,-73,-72,-65,-72,-72,-83,-73,-81,-80,-77,-72,-77,-79,-71,-76,-79
21916,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-72,-82,-73,-83,-80,-77,-72,-78,-79,-71,-76,-79
21917,1,0,-67,-73,-72,-52,-65,-73,-72,-65,-72,-72,-81,-73,-85,-80,-77,-72,-78,-79,-71,-75,-79
21918,1,0,-67,-73,-72,-53,-65,-73,-72,-65,-72,-72,-81,-73,-85,-80,-77,-72,-77,-79,-71,-76,-79
21919,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-72,-81,-73,-83,-80,-77,-72,-77,-79,-71,-76,-79
21920,1,0,-67,-74,-72,-53,-65,-73,-72,-65,-72,-72,-81,-73,-84,-80,-77,-72,-77,-79,-71,-76,-79
21921,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-72,-81,-73,-84,-79,-77,-72,-77,-79,-71,-76,-79
21922,1,0,-67,-75,-72,-56,-64,-73,-72,-65,-72,-72,-81,-73,-86,-79,-77,-72,-77,-79,-71,-76,-79
21923,1,0,-67,-74,-72,-55,-65,-73,-72,-65,-72,-72,-81,-73,-86,-79,-77,-72,-77,-79,-71,-77,-79
21924,1,0,-67,-75,-72,-54,-65,-73,-72,-65,-72,-72,-81,-73,-87,-79,-77,-72,-77,-79,-71,-76,-79
21925,1,0,-67,-75,-72,-54,-64,-73,-73,-65,-72,-72,-81,-73,-86,-79,-77,-72,-77,-79,-71,-77,-79
21926,1,0,-67,-74,-72,-53,-64,-73,-73,-65,-72,-72,-81,-73,-85,-79,-77,-72,-77,-79,-71,-77,-79
21927,1,0,-67,-74,-72,-53,-65,-73,-73,-65,-72,-72,-81,-73,-86,-79,-77,-72,-77,-79,-71,-77,-79
21928,1,0,-67,-74,-72,-53,-65,-73,-73,-65,-72,-72,-81,-73,-86,-79,-77,-72,-77,-79,-71,-77,-79
21929,1,0,-67,-76,-74,-53,-65,-73,-73,-65,-72,-72,-81,-72,-87,-79,-77,-72,-77,-79,-71,-77,-79
21930,1,0,-67,-75,-73,-53,-65,-73,-73,-65,-72,-72,-81,-72,-85,-79,-77,-72,-77,-79,-71,-77,-79
21931,1,0,-67,-75,-73,-52,-65,-73,-73,-65,-72,-72,-81,-72,-85,-79,-77,-72,-77,-79,-71,-76,-79
21932,1,0,-67,-74,-74,-53,-66,-73,-73,-65,-72,-72,-81,-72,-86,-79,-77,-72,-77,-79,-71,-77,-79
21933,1,0,-67,-74,-74,-53,-65,-73,-73,-65,-72,-72,-81,-72,-87,-81,-77,-72,-77,-79,-71,-77,-79
21934,1,0,-67,-74,-73,-53,-68,-73,-73,-65,-72,-72,-83,-72,-87,-81,-77,-72,-77,-79,-71,-77,-79
21935,1,0,-67,-74,-73,-53,-66,-73,-73,-65,-72,-72,-82,-72,-87,-81,-76,-72,-77,-79,-73,-77,-79
21936,1,0,-67,-74,-74,-52,-65,-73,-73,-65,-71,-72,-82,-72,-87,-81,-76,-72,-77,-79,-73,-77,-79
21937,1,0,-67,-74,-74,-52,-66,-73,-72,-65,-77,-72,-82,-72,-86,-81,-76,-72,-77,-79,-73,-77,-79
21938,1,0,-69,-74,-73,-52,-66,-73,-72,-65,-76,-72,-81,-72,-86,-81,-76,-72,-77,-79,-72,-77,-79
21939,1,0,-68,-74,-73,-52,-65,-73,-72,-65,-75,-72,-81,-72,-87,-80,-76,-72,-77,-79,-72,-77,-79
21940,1,0,-67,-75,-73,-52,-65,-73,-72,-65,-74,-72,-81,-72,-85,-80,-76,-72,-77,-79,-72,-77,-79
21941,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-73,-72,-81,-72,-86,-80,-76,-72,-77,-79,-72,-77,-79
21942,1,0,-67,-73,-72,-52,-66,-73,-72,-65,-73,-72,-81,-72,-86,-80,-75,-72,-77,-79,-72,-77,-79
21943,1,0,-67,-73,-72,-52,-65,-74,-72,-65,-73,-72,-81,-72,-85,-80,-76,-72,-77,-79,-72,-76,-79
21944,1,0,-67,-73,-72,-52,-65,-73,-72,-65,-73,-72,-81,-72,-85,-80,-76,-72,-77,-79,-72,-76,-79
21945,1,0,-67,-73,-72,-52,-65,-73,-72,-65,-73,-72,-81,-72,-85,-80,-76,-72,-77,-79,-72,-76,-79
21946,1,0,-67,-73,-72,-52,-64,-73,-72,-65,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-72,-76,-79
21947,1,0,-67,-73,-73,-52,-64,-73,-72,-64,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-72,-76,-79
21948,1,0,-67,-74,-72,-52,-64,-73,-72,-65,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-72,-76,-79
21949,1,0,-67,-74,-72,-52,-64,-73,-72,-65,-72,-74,-81,-72,-85,-80,-77,-72,-77,-79,-72,-76,-79
21950,1,0,-67,-74,-72,-52,-64,-73,-72,-65,-72,-73,-81,-72,-83,-80,-77,-72,-77,-79,-72,-76,-79
21951,1,0,-67,-74,-72,-52,-64,-73,-72,-65,-72,-73,-81,-72,-82,-80,-76,-72,-77,-79,-72,-76,-79
21952,1,0,-67,-74,-72,-52,-64,-73,-72,-65,-72,-73,-81,-72,-83,-80,-76,-72,-77,-79,-73,-77,-79
21953,1,0,-67,-75,-72,-53,-65,-73,-72,-65,-72,-73,-81,-72,-83,-80,-76,-72,-77,-79,-73,-77,-79
21954,1,0,-67,-75,-72,-53,-65,-73,-72,-65,-72,-73,-81,-72,-80,-80,-76,-72,-77,-79,-72,-77,-79
21955,1,0,-67,-76,-72,-52,-65,-73,-72,-64,-72,-72,-81,-72,-80,-80,-77,-72,-77,-79,-72,-77,-79
21956,1,0,-67,-75,-72,-52,-64,-73,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-77,-79,-72,-77,-79
21957,1,0,-67,-75,-72,-52,-64,-73,-72,-65,-72,-72,-81,-72,-82,-80,-77,-72,-77,-79,-72,-77,-79
21958,1,0,-67,-75,-72,-52,-65,-73,-72,-65,-72,-72,-81,-72,-81,-80,-77,-72,-77,-79,-72,-77,-79
21959,1,0,-67,-75,-73,-52,-65,-73,-72,-65,-72,-71,-81,-72,-82,-80,-77,-72,-76,-79,-72,-77,-79
21960,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-81,-72,-83,-81,-75,-72,-76,-79,-71,-77,-79
21961,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-72,-81,-72,-83,-81,-76,-72,-76,-79,-71,-77,-79
21962,1,0,-67,-74,-72,-52,-66,-73,-72,-65,-72,-72,-81,-72,-84,-80,-76,-72,-77,-79,-71,-77,-79
21963,1,0,-67,-73,-72,-53,-65,-73,-72,-65,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-71,-77,-79
21964,1,0,-67,-73,-72,-52,-65,-73,-72,-65,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-77,-79
21965,1,0,-67,-74,-71,-52,-65,-73,-73,-65,-72,-72,-80,-72,-84,-80,-76,-72,-76,-79,-71,-77,-79
21966,1,0,-67,-74,-71,-52,-65,-73,-73,-65,-72,-72,-80,-72,-83,-80,-76,-72,-77,-79,-71,-77,-79
21967,1,0,-67,-74,-71,-54,-65,-73,-73,-65,-72,-72,-80,-72,-83,-80,-75,-72,-77,-79,-71,-76,-79
21968,1,0,-67,-73,-72,-54,-65,-73,-73,-65,-72,-72,-80,-72,-84,-80,-76,-72,-77,-79,-71,-75,-79
21969,1,0,-67,-74,-72,-54,-65,-73,-73,-65,-72,-73,-80,-72,-85,-80,-76,-72,-77,-79,-71,-76,-79
21970,1,0,-67,-74,-72,-53,-65,-74,-73,-65,-72,-73,-80,-72,-85,-80,-77,-72,-77,-79,-71,-76,-79
21971,1,0,-67,-74,-72,-52,-65,-74,-73,-64,-72,-73,-80,-72,-84,-80,-77,-72,-77,-79,-71,-76,-79
21972,1,0,-67,-74,-73,-52,-65,-74,-73,-65,-72,-75,-82,-72,-84,-80,-77,-72,-76,-79,-71,-77,-79
21973,1,0,-67,-74,-73,-53,-65,-74,-73,-65,-72,-73,-82,-72,-84,-80,-77,-72,-76,-79,-71,-77,-79
21974,1,0,-67,-75,-73,-54,-65,-73,-73,-65,-72,-73,-81,-72,-83,-80,-77,-72,-77,-79,-71,-76,-79
21975,1,0,-67,-75,-73,-53,-65,-73,-73,-67,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-71,-76,-79
21976,1,0,-67,-75,-73,-53,-65,-73,-73,-67,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-76,-79
21977,1,0,-67,-75,-73,-52,-65,-73,-72,-67,-72,-72,-81,-72,-86,-80,-77,-72,-77,-79,-71,-77,-79
21978,1,0,-67,-76,-73,-53,-65,-73,-72,-67,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-77,-79
21979,1,0,-67,-75,-72,-53,-65,-73,-72,-67,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-76,-79
21980,1,0,-67,-74,-72,-52,-65,-73,-72,-66,-72,-72,-81,-72,-87,-80,-77,-72,-77,-79,-71,-76,-79
21981,1,0,-67,-75,-72,-53,-65,-72,-72,-66,-72,-72,-81,-72,-87,-80,-77,-72,-77,-79,-71,-77,-79
21982,1,0,-67,-75,-72,-53,-65,-72,-72,-66,-72,-72,-81,-72,-87,-80,-77,-72,-77,-79,-71,-77,-79
21983,1,0,-67,-74,-72,-53,-65,-72,-72,-66,-72,-72,-81,-72,-86,-81,-77,-72,-77,-79,-71,-77,-79
21984,1,0,-67,-74,-72,-53,-66,-72,-72,-65,-72,-72,-81,-72,-85,-81,-77,-72,-77,-79,-71,-77,-79
21985,1,0,-67,-74,-72,-53,-65,-72,-72,-65,-72,-72,-81,-72,-83,-80,-77,-72,-77,-79,-71,-76,-79
21986,1,0,-67,-74,-72,-52,-66,-72,-72,-65,-72,-72,-81,-72,-84,-80,-77,-72,-77,-79,-71,-76,-79
21987,1,0,-67,-74,-72,-53,-65,-72,-72,-65,-72,-72,-83,-72,-85,-80,-77,-72,-77,-79,-71,-77,-79
21988,1,0,-67,-74,-72,-53,-65,-72,-72,-65,-72,-72,-83,-72,-85,-80,-77,-72,-77,-79,-71,-77,-79
21989,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-83,-72,-84,-80,-77,-72,-77,-79,-71,-77,-79
21990,1,0,-67,-75,-73,-52,-65,-73,-73,-65,-72,-72,-83,-72,-83,-80,-77,-72,-77,-79,-71,-77,-79
21991,1,0,-67,-75,-73,-52,-65,-73,-73,-65,-72,-72,-83,-72,-82,-80,-77,-72,-77,-79,-71,-76,-79
21992,1,0,-67,-74,-73,-52,-65,-73,-73,-65,-72,-72,-82,-72,-84,-80,-77,-72,-77,-79,-71,-77,-79
21993,1,0,-67,-75,-73,-53,-65,-73,-72,-65,-72,-72,-81,-72,-85,-80,-77,-72,-77,-79,-71,-77,-79
21994,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-81,-71,-85,-80,-77,-72,-78,-79,-71,-77,-79
21995,1,0,-67,-74,-73,-52,-65,-73,-72,-64,-72,-72,-81,-73,-84,-80,-76,-72,-78,-79,-71,-76,-79
21996,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-72,-81,-73,-84,-80,-76,-72,-78,-79,-71,-77,-79
21997,1,0,-67,-74,-73,-53,-64,-73,-72,-65,-72,-72,-81,-73,-84,-80,-76,-72,-78,-79,-71,-77,-79
21998,1,0,-67,-74,-74,-53,-64,-73,-72,-65,-72,-73,-81,-72,-85,-80,-75,-72,-78,-79,-71,-77,-79
21999,1,0,-67,-74,-73,-53,-64,-73,-72,-65,-71,-73,-81,-72,-85,-80,-75,-72,-77,-79,-71,-77,-79
22000,1,0,-67,-74,-73,-52,-65,-73,-72,-65,-72,-73,-81,-72,-86,-79,-75,-72,-76,-79,-71,-77,-79
22001,1,0,-67,-74,-73,-52,-65,-73,-72,-64,-72,-73,-81,-72,-86,-79,-75,-72,-76,-79,-71,-76,-79
22002,1,0,-67,-74,-73,-52,-65,-73,-72,-63,-72,-73,-81,-73,-87,-79,-75,-72,-76,-79,-73,-76,-79
22003,1,0,-67,-75,-73,-52,-65,-73,-72,-64,-72,-73,-81,-73,-87,-79,-75,-72,-76,-79,-72,-76,-81
22004,1,0,-67,-75,-73,-53,-65,-73,-72,-65,-72,-73,-81,-73,-88,-79,-76,-72,-77,-79,-72,-77,-81
22005,1,0,-67,-74,-73,-53,-65,-72,-72,-65,-72,-73,-80,-73,-88,-79,-76,-72,-77,-79,-72,-77,-81
22006,1,0,-67,-75,-73,-53,-65,-72,-72,-64,-72,-73,-80,-73,-88,-79,-76,-72,-77,-79,-72,-77,-81
22007,1,0,-67,-75,-73,-52,-65,-72,-72,-65,-72,-73,-80,-73,-88,-79,-76,-72,-77,-79,-72,-77,-81
22008,1,0,-67,-74,-73,-52,-65,-72,-72,-65,-72,-73,-80,-72,-88,-79,-76,-72,-77,-79,-72,-77,-81
22009,1,0,-67,-75,-73,-53,-65,-72,-72,-65,-72,-73,-80,-72,-89,-79,-77,-72,-77,-79,-72,-77,-81
22010,1,0,-67,-75,-73,-53,-65,-72,-72,-65,-72,-73,-81,-73,-89,-79,-77,-72,-77,-79,-72,-76,-81
22011,1,0,-67,-75,-73,-53,-65,-72,-73,-65,-72,-73,-82,-73,-89,-79,-77,-72,-77,-79,-72,-76,-81
22012,1,0,-67,-74,-73,-53,-65,-72,-73,-65,-72,-73,-84,-73,-87,-79,-77,-72,-77,-79,-72,-75,-81
22013,1,0,-67,-75,-72,-53,-65,-72,-73,-65,-72,-73,-84,-72,-87,-79,-77,-72,-77,-79,-72,-76,-81
22014,1,0,-67,-75,-73,-53,-65,-72,-72,-65,-72,-73,-83,-72,-86,-79,-77,-72,-77,-79,-72,-75,-81
22015,1,0,-67,-75,-73,-53,-65,-72,-72,-65,-72,-74,-82,-72,-85,-79,-77,-72,-77,-79,-72,-76,-81
22016,1,0,-67,-75,-73,-53,-65,-72,-72,-65,-72,-73,-81,-72,-85,-79,-77,-72,-77,-79,-72,-76,-81
22017,1,0,-67,-74,-73,-52,-65,-72,-72,-65,-72,-74,-81,-72,-83,-79,-77,-72,-77,-79,-72,-76,-81
22018,1,0,-67,-74,-72,-52,-65,-72,-72,-65,-72,-73,-81,-72,-84,-79,-77,-72,-77,-79,-72,-76,-80
22019,1,0,-67,-75,-72,-52,-65,-75,-72,-65,-72,-73,-81,-72,-83,-79,-77,-72,-77,-79,-72,-76,-80
22020,1,0,-67,-74,-72,-52,-65,-73,-72,-65,-72,-73,-81,-72,-83,-79,-77,-72,-77,-79,-72,-76,-80
22021,1,0,-67,-75,-72,-52,-65,-73,-72,-65,-72,-73,-81,-72,-83,-79,-77,-72,-77,-79,-72,-77,-80
22022,1,0,-67,-75,-72,-53,-65,-73,-72,-65,-72,-72,-80,-72,-83,-79,-77,-72,-77,-79,-72,-77,-80
22023,1,0,-67,-75,-72,-53,-65,-73,-72,-65,-72,-72,-80,-72,-83,-79,-77,-72,-77,-79,-72,-77,-80
22024,1,0,-67,-75,-72,-52,-65,-73,-72,-65,-72,-72,-80,-72,-84,-79,-77,-72,-77,-79,-72,-77,-80
22025,1,0,-67,-75,-72,-52,-65,-76,-72,-65,-72,-72,-80,-72,-84,-79,-77,-72,-77,-79,-72,-76,-65
22026,1,0,-67,-74,-73,-52,-65,-76,-72,-65,-72,-73,-80,-72,-84,-79,-77,-72,-78,-79,-72,-76,-65
22027,1,0,-67,-75,-73,-53,-65,-75,-72,-65,-72,-73,-80,-72,-83,-81,-77,-72,-78,-79,-72,-76,-65
